"ID","Year","Tax.Type","NAICS","Total.Taxable","Units","City"
202,"2016 Quarter 1","Sales","All NAICS","$55,326,685","2,378","Clarkston"
202,"2016 Annual","Sales","All NAICS","$246,436,260","4,299","Clarkston"
202,"2015 Quarter 4","Sales","All NAICS","$61,301,859","2,628","Clarkston"
202,"2015 Quarter 3","Sales","All NAICS","$59,923,301","2,323","Clarkston"
202,"2015 Quarter 2","Sales","All NAICS","$58,547,403","2,289","Clarkston"
202,"2015 Quarter 1","Sales","All NAICS","$54,099,072","2,210","Clarkston"
202,"2015 Annual","Sales","All NAICS","$233,871,635","3,886","Clarkston"
300,"2022 Quarter 3","Sales","All NAICS","$112,871,882","7,091","Unincorporated Benton County"
300,"2022 Quarter 2","Sales","All NAICS","$130,597,056","7,089","Unincorporated Benton County"
300,"2022 Quarter 1","Sales","All NAICS","$113,883,119","6,848","Unincorporated Benton County"
300,"2021 Quarter 4","Sales","All NAICS","$118,063,334","7,363","Unincorporated Benton County"
300,"2021 Quarter 3","Sales","All NAICS","$116,378,756","6,487","Unincorporated Benton County"
300,"2021 Quarter 2","Sales","All NAICS","$153,260,543","6,556","Unincorporated Benton County"
300,"2021 Quarter 1","Sales","All NAICS","$123,140,731","6,225","Unincorporated Benton County"
300,"2021 Annual","Sales","All NAICS","$510,392,984","10,805","Unincorporated Benton County"
300,"2020 Quarter 4","Sales","All NAICS","$100,364,309","6,438","Unincorporated Benton County"
300,"2020 Quarter 3","Sales","All NAICS","$103,886,410","5,691","Unincorporated Benton County"
300,"2020 Quarter 2","Sales","All NAICS","$107,264,624","5,614","Unincorporated Benton County"
300,"2020 Quarter 1","Sales","All NAICS","$84,542,829","5,134","Unincorporated Benton County"
300,"2020 Annual","Sales","All NAICS","$395,042,848","9,428","Unincorporated Benton County"
300,"2019 Quarter 4","Sales","All NAICS","$87,650,281","5,381","Unincorporated Benton County"
300,"2019 Quarter 3","Sales","All NAICS","$91,739,006","4,748","Unincorporated Benton County"
300,"2019 Quarter 2","Sales","All NAICS","$118,191,208","4,497","Unincorporated Benton County"
300,"2019 Quarter 1","Sales","All NAICS","$88,111,520","3,885","Unincorporated Benton County"
300,"2019 Annual","Sales","All NAICS","$385,391,486","7,993","Unincorporated Benton County"
300,"2018 Quarter 4","Sales","All NAICS","$82,065,076","4,030","Unincorporated Benton County"
300,"2018 Quarter 3","Sales","All NAICS","$79,287,704","3,299","Unincorporated Benton County"
300,"2018 Quarter 2","Sales","All NAICS","$82,045,888","3,104","Unincorporated Benton County"
300,"2018 Quarter 1","Sales","All NAICS","$66,971,069","3,071","Unincorporated Benton County"
300,"2018 Annual","Sales","All NAICS","$309,523,720","6,061","Unincorporated Benton County"
300,"2017 Quarter 4","Sales","All NAICS","$63,478,795","4,009","Unincorporated Benton County"
300,"2017 Quarter 3","Sales","All NAICS","$78,806,475","3,243","Unincorporated Benton County"
300,"2017 Quarter 2","Sales","All NAICS","$94,507,128","3,136","Unincorporated Benton County"
300,"2017 Quarter 1","Sales","All NAICS","$55,950,889","2,764","Unincorporated Benton County"
300,"2017 Annual","Sales","All NAICS","$292,743,287","5,940","Unincorporated Benton County"
300,"2016 Quarter 4","Sales","All NAICS","$59,972,952","3,121","Unincorporated Benton County"
300,"2016 Quarter 3","Sales","All NAICS","$66,964,343","2,721","Unincorporated Benton County"
300,"2016 Quarter 2","Sales","All NAICS","$71,170,033","2,717","Unincorporated Benton County"
300,"2016 Quarter 1","Sales","All NAICS","$70,066,588","2,639","Unincorporated Benton County"
300,"2016 Annual","Sales","All NAICS","$268,173,916","4,906","Unincorporated Benton County"
300,"2015 Quarter 4","Sales","All NAICS","$64,863,052","3,094","Unincorporated Benton County"
300,"2015 Quarter 3","Sales","All NAICS","$67,189,995","2,606","Unincorporated Benton County"
300,"2015 Quarter 2","Sales","All NAICS","$94,367,667","2,566","Unincorporated Benton County"
300,"2015 Quarter 1","Sales","All NAICS","$59,304,519","2,457","Unincorporated Benton County"
300,"2015 Annual","Sales","All NAICS","$285,725,233","4,768","Unincorporated Benton County"
301,"2022 Quarter 3","Sales","All NAICS","$15,227,822","3,005","Benton City"
301,"2022 Quarter 2","Sales","All NAICS","$17,060,138","3,040","Benton City"
301,"2022 Quarter 1","Sales","All NAICS","$15,466,770","2,884","Benton City"
301,"2021 Quarter 4","Sales","All NAICS","$17,120,698","3,051","Benton City"
301,"2021 Quarter 3","Sales","All NAICS","$17,073,841","2,804","Benton City"
301,"2021 Quarter 2","Sales","All NAICS","$15,963,589","2,855","Benton City"
301,"2021 Quarter 1","Sales","All NAICS","$12,451,931","2,676","Benton City"
301,"2021 Annual","Sales","All NAICS","$62,512,766","5,161","Benton City"
301,"2020 Quarter 4","Sales","All NAICS","$12,255,328","2,756","Benton City"
301,"2020 Quarter 3","Sales","All NAICS","$11,676,328","2,526","Benton City"
301,"2020 Quarter 2","Sales","All NAICS","$10,958,591","2,491","Benton City"
301,"2020 Quarter 1","Sales","All NAICS","$9,893,043","2,290","Benton City"
301,"2020 Annual","Sales","All NAICS","$44,747,857","4,464","Benton City"
301,"2019 Quarter 4","Sales","All NAICS","$12,248,042","2,375","Benton City"
301,"2019 Quarter 3","Sales","All NAICS","$12,929,739","2,121","Benton City"
301,"2019 Quarter 2","Sales","All NAICS","$12,018,048","2,094","Benton City"
301,"2019 Quarter 1","Sales","All NAICS","$9,335,462","1,887","Benton City"
301,"2019 Annual","Sales","All NAICS","$46,506,256","3,795","Benton City"
301,"2018 Quarter 4","Sales","All NAICS","$10,307,974","2,015","Benton City"
301,"2018 Quarter 3","Sales","All NAICS","$11,384,001","1,716","Benton City"
301,"2018 Quarter 2","Sales","All NAICS","$10,668,638","1,738","Benton City"
301,"2018 Quarter 1","Sales","All NAICS","$9,113,277","1,662","Benton City"
301,"2018 Annual","Sales","All NAICS","$41,417,454","3,213","Benton City"
301,"2017 Quarter 4","Sales","All NAICS","$11,344,470","2,146","Benton City"
301,"2017 Quarter 3","Sales","All NAICS","$11,144,371","1,839","Benton City"
301,"2017 Quarter 2","Sales","All NAICS","$11,617,284","1,734","Benton City"
301,"2017 Quarter 1","Sales","All NAICS","$8,407,526","1,663","Benton City"
301,"2017 Annual","Sales","All NAICS","$42,513,651","3,378","Benton City"
301,"2016 Quarter 4","Sales","All NAICS","$10,942,049","1,960","Benton City"
301,"2016 Quarter 3","Sales","All NAICS","$10,347,298","1,631","Benton City"
301,"2016 Quarter 2","Sales","All NAICS","$12,305,111","1,637","Benton City"
301,"2016 Quarter 1","Sales","All NAICS","$8,722,341","1,581","Benton City"
301,"2016 Annual","Sales","All NAICS","$42,316,799","3,080","Benton City"
301,"2015 Quarter 4","Sales","All NAICS","$9,567,747","1,818","Benton City"
301,"2015 Quarter 3","Sales","All NAICS","$9,877,636","1,534","Benton City"
301,"2015 Quarter 2","Sales","All NAICS","$8,834,481","1,442","Benton City"
301,"2015 Quarter 1","Sales","All NAICS","$8,019,915","1,401","Benton City"
301,"2015 Annual","Sales","All NAICS","$36,299,779","2,789","Benton City"
302,"2022 Quarter 3","Sales","All NAICS","$736,623,466","13,424","Kennewick"
302,"2022 Quarter 2","Sales","All NAICS","$720,623,912","13,365","Kennewick"
302,"2022 Quarter 1","Sales","All NAICS","$645,650,379","12,947","Kennewick"
302,"2021 Quarter 4","Sales","All NAICS","$744,595,624","13,799","Kennewick"
302,"2021 Quarter 3","Sales","All NAICS","$709,508,140","12,529","Kennewick"
302,"2021 Quarter 2","Sales","All NAICS","$712,176,581","12,292","Kennewick"
302,"2021 Quarter 1","Sales","All NAICS","$611,188,837","11,737","Kennewick"
302,"2021 Annual","Sales","All NAICS","$2,776,598,718","18,486","Kennewick"
302,"2020 Quarter 4","Sales","All NAICS","$669,807,674","12,397","Kennewick"
302,"2020 Quarter 3","Sales","All NAICS","$633,204,736","11,068","Kennewick"
302,"2020 Quarter 2","Sales","All NAICS","$515,674,175","10,614","Kennewick"
302,"2020 Quarter 1","Sales","All NAICS","$526,310,047","10,255","Kennewick"
302,"2020 Annual","Sales","All NAICS","$2,344,190,698","16,569","Kennewick"
302,"2019 Quarter 4","Sales","All NAICS","$633,161,793","10,862","Kennewick"
302,"2019 Quarter 3","Sales","All NAICS","$618,696,271","9,922","Kennewick"
302,"2019 Quarter 2","Sales","All NAICS","$592,247,894","9,593","Kennewick"
302,"2019 Quarter 1","Sales","All NAICS","$490,415,740","8,798","Kennewick"
302,"2019 Annual","Sales","All NAICS","$2,334,011,401","14,846","Kennewick"
302,"2018 Quarter 4","Sales","All NAICS","$581,448,260","9,411","Kennewick"
302,"2018 Quarter 3","Sales","All NAICS","$576,183,113","8,043","Kennewick"
302,"2018 Quarter 2","Sales","All NAICS","$547,545,247","7,830","Kennewick"
302,"2018 Quarter 1","Sales","All NAICS","$480,711,719","7,683","Kennewick"
302,"2018 Annual","Sales","All NAICS","$2,185,588,492","12,918","Kennewick"
302,"2017 Quarter 4","Sales","All NAICS","$546,108,527","9,704","Kennewick"
302,"2017 Quarter 3","Sales","All NAICS","$531,459,800","8,171","Kennewick"
302,"2017 Quarter 2","Sales","All NAICS","$512,157,309","7,887","Kennewick"
302,"2017 Quarter 1","Sales","All NAICS","$434,705,095","7,629","Kennewick"
302,"2017 Annual","Sales","All NAICS","$2,024,430,731","13,167","Kennewick"
302,"2016 Quarter 4","Sales","All NAICS","$522,376,280","8,872","Kennewick"
302,"2016 Quarter 3","Sales","All NAICS","$510,078,857","7,411","Kennewick"
302,"2016 Quarter 2","Sales","All NAICS","$513,906,263","7,225","Kennewick"
302,"2016 Quarter 1","Sales","All NAICS","$455,823,869","7,045","Kennewick"
302,"2016 Annual","Sales","All NAICS","$2,002,185,269","11,997","Kennewick"
302,"2015 Quarter 4","Sales","All NAICS","$505,054,484","8,142","Kennewick"
302,"2015 Quarter 3","Sales","All NAICS","$523,860,306","6,883","Kennewick"
302,"2015 Quarter 2","Sales","All NAICS","$481,266,517","6,794","Kennewick"
302,"2015 Quarter 1","Sales","All NAICS","$420,565,805","6,582","Kennewick"
302,"2015 Annual","Sales","All NAICS","$1,930,747,112","11,070","Kennewick"
303,"2022 Quarter 3","Sales","All NAICS","$63,180,396","4,381","Prosser"
303,"2022 Quarter 2","Sales","All NAICS","$66,200,327","4,441","Prosser"
303,"2022 Quarter 1","Sales","All NAICS","$60,578,419","4,306","Prosser"
303,"2021 Quarter 4","Sales","All NAICS","$55,828,051","4,558","Prosser"
303,"2021 Quarter 3","Sales","All NAICS","$63,915,417","4,232","Prosser"
303,"2021 Quarter 2","Sales","All NAICS","$67,560,152","4,279","Prosser"
303,"2021 Quarter 1","Sales","All NAICS","$56,392,021","4,145","Prosser"
303,"2021 Annual","Sales","All NAICS","$243,577,728","7,342","Prosser"
303,"2020 Quarter 4","Sales","All NAICS","$56,642,618","4,264","Prosser"
303,"2020 Quarter 3","Sales","All NAICS","$55,704,344","3,872","Prosser"
303,"2020 Quarter 2","Sales","All NAICS","$50,737,112","3,716","Prosser"
303,"2020 Quarter 1","Sales","All NAICS","$53,897,617","3,412","Prosser"
303,"2020 Annual","Sales","All NAICS","$216,748,137","6,488","Prosser"
303,"2019 Quarter 4","Sales","All NAICS","$46,197,019","3,548","Prosser"
303,"2019 Quarter 3","Sales","All NAICS","$53,233,765","3,337","Prosser"
303,"2019 Quarter 2","Sales","All NAICS","$45,720,827","3,144","Prosser"
303,"2019 Quarter 1","Sales","All NAICS","$36,244,316","2,954","Prosser"
303,"2019 Annual","Sales","All NAICS","$181,277,570","5,479","Prosser"
303,"2018 Quarter 4","Sales","All NAICS","$42,802,065","3,045","Prosser"
303,"2018 Quarter 3","Sales","All NAICS","$43,676,998","2,690","Prosser"
303,"2018 Quarter 2","Sales","All NAICS","$45,968,320","2,649","Prosser"
303,"2018 Quarter 1","Sales","All NAICS","$39,086,751","2,503","Prosser"
303,"2018 Annual","Sales","All NAICS","$171,424,703","4,650","Prosser"
303,"2017 Quarter 4","Sales","All NAICS","$41,551,245","3,111","Prosser"
303,"2017 Quarter 3","Sales","All NAICS","$44,661,105","2,730","Prosser"
303,"2017 Quarter 2","Sales","All NAICS","$46,763,020","2,620","Prosser"
303,"2017 Quarter 1","Sales","All NAICS","$36,557,338","2,489","Prosser"
303,"2017 Annual","Sales","All NAICS","$169,532,708","4,772","Prosser"
303,"2016 Quarter 4","Sales","All NAICS","$38,786,817","2,820","Prosser"
303,"2016 Quarter 3","Sales","All NAICS","$39,472,641","2,390","Prosser"
303,"2016 Quarter 2","Sales","All NAICS","$40,334,622","2,381","Prosser"
303,"2016 Quarter 1","Sales","All NAICS","$35,338,429","2,294","Prosser"
303,"2016 Annual","Sales","All NAICS","$153,932,509","4,226","Prosser"
303,"2015 Quarter 4","Sales","All NAICS","$36,733,299","2,593","Prosser"
303,"2015 Quarter 3","Sales","All NAICS","$37,750,408","2,341","Prosser"
303,"2015 Quarter 2","Sales","All NAICS","$38,622,729","2,278","Prosser"
303,"2015 Quarter 1","Sales","All NAICS","$31,437,996","2,189","Prosser"
303,"2015 Annual","Sales","All NAICS","$144,544,432","3,963","Prosser"
304,"2022 Quarter 3","Sales","All NAICS","$488,825,144","12,768","Richland"
304,"2022 Quarter 2","Sales","All NAICS","$488,350,006","12,753","Richland"
304,"2022 Quarter 1","Sales","All NAICS","$428,801,983","12,267","Richland"
304,"2021 Quarter 4","Sales","All NAICS","$476,496,631","12,987","Richland"
304,"2021 Quarter 3","Sales","All NAICS","$453,389,634","11,785","Richland"
304,"2021 Quarter 2","Sales","All NAICS","$472,186,463","11,678","Richland"
304,"2021 Quarter 1","Sales","All NAICS","$390,299,637","11,180","Richland"
304,"2021 Annual","Sales","All NAICS","$1,791,272,907","17,793","Richland"
304,"2020 Quarter 4","Sales","All NAICS","$417,874,168","11,613","Richland"
304,"2020 Quarter 3","Sales","All NAICS","$386,774,976","10,287","Richland"
304,"2020 Quarter 2","Sales","All NAICS","$338,871,638","9,945","Richland"
304,"2020 Quarter 1","Sales","All NAICS","$337,310,200","9,523","Richland"
304,"2020 Annual","Sales","All NAICS","$1,479,476,283","15,761","Richland"
304,"2019 Quarter 4","Sales","All NAICS","$459,509,175","10,042","Richland"
304,"2019 Quarter 3","Sales","All NAICS","$393,300,725","9,130","Richland"
304,"2019 Quarter 2","Sales","All NAICS","$372,882,950","8,753","Richland"
304,"2019 Quarter 1","Sales","All NAICS","$298,257,711","7,944","Richland"
304,"2019 Annual","Sales","All NAICS","$1,522,409,959","13,996","Richland"
304,"2018 Quarter 4","Sales","All NAICS","$350,599,525","8,380","Richland"
304,"2018 Quarter 3","Sales","All NAICS","$339,797,624","7,227","Richland"
304,"2018 Quarter 2","Sales","All NAICS","$342,498,799","7,040","Richland"
304,"2018 Quarter 1","Sales","All NAICS","$297,496,451","6,859","Richland"
304,"2018 Annual","Sales","All NAICS","$1,329,523,203","11,883","Richland"
304,"2017 Quarter 4","Sales","All NAICS","$332,348,427","8,830","Richland"
304,"2017 Quarter 3","Sales","All NAICS","$324,484,376","7,477","Richland"
304,"2017 Quarter 2","Sales","All NAICS","$327,845,186","7,271","Richland"
304,"2017 Quarter 1","Sales","All NAICS","$274,837,339","6,742","Richland"
304,"2017 Annual","Sales","All NAICS","$1,259,515,328","12,302","Richland"
304,"2016 Quarter 4","Sales","All NAICS","$315,500,618","8,009","Richland"
304,"2016 Quarter 3","Sales","All NAICS","$310,607,158","6,633","Richland"
304,"2016 Quarter 2","Sales","All NAICS","$310,615,972","6,418","Richland"
304,"2016 Quarter 1","Sales","All NAICS","$271,237,822","6,177","Richland"
304,"2016 Annual","Sales","All NAICS","$1,207,961,570","11,044","Richland"
304,"2015 Quarter 4","Sales","All NAICS","$292,376,692","7,268","Richland"
304,"2015 Quarter 3","Sales","All NAICS","$291,017,087","6,143","Richland"
304,"2015 Quarter 2","Sales","All NAICS","$300,107,648","6,137","Richland"
304,"2015 Quarter 1","Sales","All NAICS","$245,969,839","5,807","Richland"
304,"2015 Annual","Sales","All NAICS","$1,129,471,266","10,228","Richland"
305,"2022 Quarter 3","Sales","All NAICS","$57,078,374","6,014","West Richland"
305,"2022 Quarter 2","Sales","All NAICS","$58,906,162","5,985","West Richland"
305,"2022 Quarter 1","Sales","All NAICS","$53,810,401","5,646","West Richland"
305,"2021 Quarter 4","Sales","All NAICS","$59,979,733","6,068","West Richland"
305,"2021 Quarter 3","Sales","All NAICS","$60,084,093","5,463","West Richland"
305,"2021 Quarter 2","Sales","All NAICS","$64,699,810","5,449","West Richland"
305,"2021 Quarter 1","Sales","All NAICS","$56,469,260","5,220","West Richland"
305,"2021 Annual","Sales","All NAICS","$241,111,065","9,076","West Richland"
305,"2020 Quarter 4","Sales","All NAICS","$53,241,580","5,379","West Richland"
305,"2020 Quarter 3","Sales","All NAICS","$49,664,543","4,747","West Richland"
305,"2020 Quarter 2","Sales","All NAICS","$48,981,419","4,672","West Richland"
305,"2020 Quarter 1","Sales","All NAICS","$42,784,050","4,137","West Richland"
305,"2020 Annual","Sales","All NAICS","$194,582,173","7,851","West Richland"
305,"2019 Quarter 4","Sales","All NAICS","$48,616,878","4,276","West Richland"
305,"2019 Quarter 3","Sales","All NAICS","$40,693,117","3,760","West Richland"
305,"2019 Quarter 2","Sales","All NAICS","$39,657,934","3,558","West Richland"
305,"2019 Quarter 1","Sales","All NAICS","$32,560,284","3,202","West Richland"
305,"2019 Annual","Sales","All NAICS","$161,462,213","6,317","West Richland"
305,"2018 Quarter 4","Sales","All NAICS","$38,113,929","3,282","West Richland"
305,"2018 Quarter 3","Sales","All NAICS","$34,043,615","2,722","West Richland"
305,"2018 Quarter 2","Sales","All NAICS","$30,325,291","2,650","West Richland"
305,"2018 Quarter 1","Sales","All NAICS","$26,952,891","2,545","West Richland"
305,"2018 Annual","Sales","All NAICS","$129,293,261","4,854","West Richland"
305,"2017 Quarter 4","Sales","All NAICS","$27,849,788","3,420","West Richland"
305,"2017 Quarter 3","Sales","All NAICS","$30,826,862","2,819","West Richland"
305,"2017 Quarter 2","Sales","All NAICS","$32,702,075","2,757","West Richland"
305,"2017 Quarter 1","Sales","All NAICS","$25,529,068","2,470","West Richland"
305,"2017 Annual","Sales","All NAICS","$116,907,793","5,026","West Richland"
305,"2016 Quarter 4","Sales","All NAICS","$31,322,990","2,971","West Richland"
305,"2016 Quarter 3","Sales","All NAICS","$29,854,015","2,351","West Richland"
305,"2016 Quarter 2","Sales","All NAICS","$31,158,258","2,299","West Richland"
305,"2016 Quarter 1","Sales","All NAICS","$22,964,371","2,167","West Richland"
305,"2016 Annual","Sales","All NAICS","$115,299,634","4,267","West Richland"
305,"2015 Quarter 4","Sales","All NAICS","$24,907,210","2,545","West Richland"
305,"2015 Quarter 3","Sales","All NAICS","$22,316,395","2,116","West Richland"
305,"2015 Quarter 2","Sales","All NAICS","$21,449,494","2,059","West Richland"
305,"2015 Quarter 1","Sales","All NAICS","$17,312,296","1,905","West Richland"
305,"2015 Annual","Sales","All NAICS","$85,985,395","3,693","West Richland"
400,"2022 Quarter 3","Sales","All NAICS","$226,196,475","8,784","Unincorporated Chelan County"
400,"2022 Quarter 2","Sales","All NAICS","$200,105,225","8,627","Unincorporated Chelan County"
400,"2022 Quarter 1","Sales","All NAICS","$147,741,952","7,938","Unincorporated Chelan County"
400,"2021 Quarter 4","Sales","All NAICS","$178,546,895","8,743","Unincorporated Chelan County"
400,"2021 Quarter 3","Sales","All NAICS","$198,236,647","8,089","Unincorporated Chelan County"
