"Year","year_num","quarter_num","City","County","Sales","Num_Units","Completeness_pct","Administered_Dose1_Recip","Administered_Dose1_Pop_Pct","Series_Complete_Yes","Series_Complete_Pop_Pct","Booster_Doses","Booster_Doses_Vax_Pct","Series_Complete_Pop_Pct_SVI","Booster_Doses_Vax_Pct_SVI","Census2019","county_avg_quarterly_sale_per_capita","Is_Commerce_Center"
"2020 Quarter 3",2020,3,"Beaux Arts Village","King County",1763540,871,0,0,0,0,0,0,0,0,0,2252782,7729.28821031063,FALSE
"2020 Quarter 4",2020,4,"Beaux Arts Village","King County",1880823,1017,0,0,0,0,0,0,0,0,0,2252782,8239.42442588764,FALSE
"2021 Quarter 1",2021,1,"Beaux Arts Village","King County",1816677,937,96,682040,30.3,397453,17.6,0,0,5,0,2252782,7517.01543069858,FALSE
"2021 Quarter 2",2021,2,"Beaux Arts Village","King County",2194784,1037,96.1,1574917,69.9,1444393,64.1,0,0,8,0,2252782,8721.83235705896,FALSE
"2021 Quarter 3",2021,3,"Beaux Arts Village","King County",2279136,1049,96.2,1752831,77.8,1604039,71.2,0,0,8,0,2252782,9228.74813763604,FALSE
"2021 Quarter 4",2021,4,"Beaux Arts Village","King County",2790946,1162,96.2,1898886,84.3,1738591,77.2,759210,43.7,8,0,2252782,9371.10325943656,FALSE
"2022 Quarter 1",2022,1,"Beaux Arts Village","King County",2527900,1068,96.2,1993270,88.5,1816794,80.6,1079555,59.4,8,8,2252782,8521.30238522858,FALSE
"2022 Quarter 2",2022,2,"Beaux Arts Village","King County",2647333,1099,96.1,2028632,90.1,1842904,81.8,1158421,62.9,8,8,2252782,9593.12909726729,FALSE
"2022 Quarter 3",2022,3,"Beaux Arts Village","King County",2652547,1090,96.1,2079942,92.3,1877027,83.3,1203489,64.1,8,8,2252782,10255.4635796983,FALSE
"2019 Quarter 1",2019,1,"Bellevue","King County",1923130816,18343,0,0,0,0,0,0,0,0,0,2252782,7085.10693311648,TRUE
"2019 Quarter 2",2019,2,"Bellevue","King County",2181989377,19643,0,0,0,0,0,0,0,0,0,2252782,8237.43464880312,TRUE
"2019 Quarter 3",2019,3,"Bellevue","King County",2162870098,20291,0,0,0,0,0,0,0,0,0,2252782,8430.78716804378,TRUE
"2019 Quarter 4",2019,4,"Bellevue","King County",2352400113,21970,0,0,0,0,0,0,0,0,0,2252782,8575.60763358372,TRUE
"2020 Quarter 1",2020,1,"Bellevue","King County",2006163777,20115,0,0,0,0,0,0,0,0,0,2252782,7345.63926425193,TRUE
"2020 Quarter 2",2020,2,"Bellevue","King County",1499008764,19679,0,0,0,0,0,0,0,0,0,2252782,6426.99063513469,TRUE
"2020 Quarter 3",2020,3,"Bellevue","King County",1923417316,21081,0,0,0,0,0,0,0,0,0,2252782,7729.28821031063,TRUE
"2020 Quarter 4",2020,4,"Bellevue","King County",2132894466,23416,0,0,0,0,0,0,0,0,0,2252782,8239.42442588764,TRUE
"2021 Quarter 1",2021,1,"Bellevue","King County",1988718934,21500,96,682040,30.3,397453,17.6,0,0,5,0,2252782,7517.01543069858,TRUE
"2021 Quarter 2",2021,2,"Bellevue","King County",2328573633,22516,96.1,1574917,69.9,1444393,64.1,0,0,8,0,2252782,8721.83235705896,TRUE
"2021 Quarter 3",2021,3,"Bellevue","King County",2434487263,22936,96.2,1752831,77.8,1604039,71.2,0,0,8,0,2252782,9228.74813763604,TRUE
"2021 Quarter 4",2021,4,"Bellevue","King County",2671804085,24836,96.2,1898886,84.3,1738591,77.2,759210,43.7,8,0,2252782,9371.10325943656,TRUE
"2022 Quarter 1",2022,1,"Bellevue","King County",2332489245,23255,96.2,1993270,88.5,1816794,80.6,1079555,59.4,8,8,2252782,8521.30238522858,TRUE
"2022 Quarter 2",2022,2,"Bellevue","King County",2661699386,24098,96.1,2028632,90.1,1842904,81.8,1158421,62.9,8,8,2252782,9593.12909726729,TRUE
"2022 Quarter 3",2022,3,"Bellevue","King County",2732755127,24599,96.1,2079942,92.3,1877027,83.3,1203489,64.1,8,8,2252782,10255.4635796983,TRUE
"2019 Quarter 1",2019,1,"Bellingham","Whatcom County",653544475,11588,0,0,0,0,0,0,0,0,0,229247,4537.16225294115,TRUE
"2019 Quarter 2",2019,2,"Bellingham","Whatcom County",764015902,12494,0,0,0,0,0,0,0,0,0,229247,5344.58503709972,TRUE
"2019 Quarter 3",2019,3,"Bellingham","Whatcom County",800024174,12787,0,0,0,0,0,0,0,0,0,229247,5592.60006019708,TRUE
"2019 Quarter 4",2019,4,"Bellingham","Whatcom County",812630600,14422,0,0,0,0,0,0,0,0,0,229247,5581.26510706792,TRUE
"2020 Quarter 1",2020,1,"Bellingham","Whatcom County",666823749,13196,0,0,0,0,0,0,0,0,0,229247,4656.11144747805,TRUE
"2020 Quarter 2",2020,2,"Bellingham","Whatcom County",638020872,13423,0,0,0,0,0,0,0,0,0,229247,4568.39152529804,TRUE
"2020 Quarter 3",2020,3,"Bellingham","Whatcom County",811154321,14229,0,0,0,0,0,0,0,0,0,229247,5671.40001395874,TRUE
"2020 Quarter 4",2020,4,"Bellingham","Whatcom County",829379401,16066,0,0,0,0,0,0,0,0,0,229247,5825.73033889211,TRUE
"2021 Quarter 1",2021,1,"Bellingham","Whatcom County",768111159,14934,96,72277,31.5,44520,19.4,0,0,5,0,229247,5381.5915846227,TRUE
"2021 Quarter 2",2021,2,"Bellingham","Whatcom County",880887363,15459,96.1,154560,67.4,138256,60.3,0,0,8,0,229247,6277.31946764843,TRUE
"2021 Quarter 3",2021,3,"Bellingham","Whatcom County",900519047,15748,96.2,173344,75.6,155025,67.6,0,0,8,0,229247,6413.51042325527,TRUE
"2021 Quarter 4",2021,4,"Bellingham","Whatcom County",902192661,17420,96.2,173850,75.8,156828,68.4,60108,38.3,8,0,229247,6462.84739604008,TRUE
"2022 Quarter 1",2022,1,"Bellingham","Whatcom County",823899480,16306,96.2,181649,79.2,163902,71.5,89221,54.4,8,8,229247,6015.2364392991,TRUE
"2022 Quarter 2",2022,2,"Bellingham","Whatcom County",937001087,17027,96.1,184840,80.6,166423,72.6,94368,56.7,7,8,229247,6888.57862043996,TRUE
"2022 Quarter 3",2022,3,"Bellingham","Whatcom County",998962247,17006,96.1,188420,82.2,168490,73.5,97711,58,7,8,229247,7378.1159927938,TRUE
"2019 Quarter 1",2019,1,"Benton City","Benton County",9335462,1887,0,0,0,0,0,0,0,0,0,204390,4672.07315915651,FALSE
"2019 Quarter 2",2019,2,"Benton City","Benton County",12018048,2094,0,0,0,0,0,0,0,0,0,204390,5776.79368364401,FALSE
"2019 Quarter 3",2019,3,"Benton City","Benton County",12929739,2121,0,0,0,0,0,0,0,0,0,204390,5922.95426879984,FALSE
"2019 Quarter 4",2019,4,"Benton City","Benton County",12248042,2375,0,0,0,0,0,0,0,0,0,204390,6298.66034541807,FALSE
"2020 Quarter 1",2020,1,"Benton City","Benton County",9893043,2290,0,0,0,0,0,0,0,0,0,204390,5160.41776016439,FALSE
"2020 Quarter 2",2020,2,"Benton City","Benton County",10958591,2491,0,0,0,0,0,0,0,0,0,204390,5247.2604285924,FALSE
"2020 Quarter 3",2020,3,"Benton City","Benton County",11676328,2526,0,0,0,0,0,0,0,0,0,204390,6071.29182934586,FALSE
"2020 Quarter 4",2020,4,"Benton City","Benton County",12255328,2756,0,0,0,0,0,0,0,0,0,204390,6410.22396888302,FALSE
"2021 Quarter 1",2021,1,"Benton City","Benton County",12451931,2676,96,49930,24.4,31507,15.4,0,0,9,0,204390,6115.47735701355,FALSE
"2021 Quarter 2",2021,2,"Benton City","Benton County",15963589,2855,96.1,95282,46.6,83307,40.8,0,0,11,0,204390,7269.66651010323,FALSE
"2021 Quarter 3",2021,3,"Benton City","Benton County",17073841,2804,96.2,120465,58.9,101588,49.7,0,0,11,0,204390,6949.21415431283,FALSE
"2021 Quarter 4",2021,4,"Benton City","Benton County",17120698,3051,96.2,121371,59.4,109879,53.8,39834,36.3,12,0,204390,7202.32922843583,FALSE
"2022 Quarter 1",2022,1,"Benton City","Benton County",15466770,2884,96.2,126756,62,115220,56.4,53143,46.1,12,11,204390,6449.39121776995,FALSE
"2022 Quarter 2",2022,2,"Benton City","Benton County",17060138,3040,96.1,128501,62.9,116985,57.2,56932,48.7,10,11,204390,7249.560159499,FALSE
"2022 Quarter 3",2022,3,"Benton City","Benton County",15227822,3005,96.1,130424,63.8,118476,58,59160,49.9,10,11,204390,7210.75925436665,FALSE
"2019 Quarter 1",2019,1,"Bingen","Klickitat County",9580277,937,0,0,0,0,0,0,0,0,0,22425,3318.80945373467,FALSE
"2019 Quarter 2",2019,2,"Bingen","Klickitat County",8801134,1011,0,0,0,0,0,0,0,0,0,22425,5178.22118171683,FALSE
"2019 Quarter 3",2019,3,"Bingen","Klickitat County",9733586,1044,0,0,0,0,0,0,0,0,0,22425,5562.8665328874,FALSE
"2019 Quarter 4",2019,4,"Bingen","Klickitat County",6665114,1134,0,0,0,0,0,0,0,0,0,22425,4520.31081382386,FALSE
"2020 Quarter 1",2020,1,"Bingen","Klickitat County",6600493,1055,0,0,0,0,0,0,0,0,0,22425,3355.82590858417,FALSE
"2020 Quarter 2",2020,2,"Bingen","Klickitat County",5470691,1247,0,0,0,0,0,0,0,0,0,22425,3778.94528428094,FALSE
"2020 Quarter 3",2020,3,"Bingen","Klickitat County",7174814,1215,0,0,0,0,0,0,0,0,0,22425,4442.65315496098,FALSE
"2020 Quarter 4",2020,4,"Bingen","Klickitat County",6864024,1356,0,0,0,0,0,0,0,0,0,22425,4685.48352285396,FALSE
"2021 Quarter 1",2021,1,"Bingen","Klickitat County",7673823,1277,96,5914,26.4,4290,19.1,0,0,9,0,22425,4804.99866220736,FALSE
"2021 Quarter 2",2021,2,"Bingen","Klickitat County",7205644,1308,96.1,9623,42.9,8815,39.3,0,0,10,0,22425,8428.66002229654,FALSE
"2021 Quarter 3",2021,3,"Bingen","Klickitat County",7169461,1246,96.2,10444,46.6,9606,42.8,0,0,11,0,22425,8272.49369007804,FALSE
"2021 Quarter 4",2021,4,"Bingen","Klickitat County",8904954,1395,96.2,11297,50.4,10296,45.9,4228,41.1,11,0,22425,7758.49837235229,FALSE
"2022 Quarter 1",2022,1,"Bingen","Klickitat County",8346173,1267,96.2,11671,52,10615,47.3,5218,49.2,11,11,22425,5138.83835005574,FALSE
"2022 Quarter 2",2022,2,"Bingen","Klickitat County",8792629,1339,96.1,11814,52.7,10741,47.9,5600,52.1,9,12,22425,6234.14381270903,FALSE
"2022 Quarter 3",2022,3,"Bingen","Klickitat County",9057615,1348,96.1,11959,53.3,10861,48.4,5819,53.6,9,12,22425,7393.86550724638,FALSE
"2019 Quarter 1",2019,1,"Black Diamond","King County",20330765,2708,0,0,0,0,0,0,0,0,0,2252782,7085.10693311648,FALSE
"2019 Quarter 2",2019,2,"Black Diamond","King County",24034851,3011,0,0,0,0,0,0,0,0,0,2252782,8237.43464880312,FALSE
"2019 Quarter 3",2019,3,"Black Diamond","King County",34150581,3184,0,0,0,0,0,0,0,0,0,2252782,8430.78716804378,FALSE
"2019 Quarter 4",2019,4,"Black Diamond","King County",31321739,3615,0,0,0,0,0,0,0,0,0,2252782,8575.60763358372,FALSE
"2020 Quarter 1",2020,1,"Black Diamond","King County",30922087,3380,0,0,0,0,0,0,0,0,0,2252782,7345.63926425193,FALSE
"2020 Quarter 2",2020,2,"Black Diamond","King County",28623733,3895,0,0,0,0,0,0,0,0,0,2252782,6426.99063513469,FALSE
"2020 Quarter 3",2020,3,"Black Diamond","King County",36699481,4016,0,0,0,0,0,0,0,0,0,2252782,7729.28821031063,FALSE
"2020 Quarter 4",2020,4,"Black Diamond","King County",37975932,4532,0,0,0,0,0,0,0,0,0,2252782,8239.42442588764,FALSE
"2021 Quarter 1",2021,1,"Black Diamond","King County",42907693,4227,96,682040,30.3,397453,17.6,0,0,5,0,2252782,7517.01543069858,FALSE
"2021 Quarter 2",2021,2,"Black Diamond","King County",51757184,4547,96.1,1574917,69.9,1444393,64.1,0,0,8,0,2252782,8721.83235705896,TRUE
"2021 Quarter 3",2021,3,"Black Diamond","King County",55035561,4618,96.2,1752831,77.8,1604039,71.2,0,0,8,0,2252782,9228.74813763604,TRUE
"2021 Quarter 4",2021,4,"Black Diamond","King County",47996436,5164,96.2,1898886,84.3,1738591,77.2,759210,43.7,8,0,2252782,9371.10325943656,FALSE
"2022 Quarter 1",2022,1,"Black Diamond","King County",45161318,4802,96.2,1993270,88.5,1816794,80.6,1079555,59.4,8,8,2252782,8521.30238522858,FALSE
"2022 Quarter 2",2022,2,"Black Diamond","King County",44912167,5101,96.1,2028632,90.1,1842904,81.8,1158421,62.9,8,8,2252782,9593.12909726729,FALSE
"2022 Quarter 3",2022,3,"Black Diamond","King County",43234224,5205,96.1,2079942,92.3,1877027,83.3,1203489,64.1,8,8,2252782,10255.4635796983,FALSE
"2019 Quarter 1",2019,1,"Blaine","Whatcom County",48247684,4918,0,0,0,0,0,0,0,0,0,229247,4537.16225294115,FALSE
"2019 Quarter 2",2019,2,"Blaine","Whatcom County",58591621,5441,0,0,0,0,0,0,0,0,0,229247,5344.58503709972,TRUE
"2019 Quarter 3",2019,3,"Blaine","Whatcom County",63322837,5733,0,0,0,0,0,0,0,0,0,229247,5592.60006019708,TRUE
"2019 Quarter 4",2019,4,"Blaine","Whatcom County",60719617,6554,0,0,0,0,0,0,0,0,0,229247,5581.26510706792,TRUE
"2020 Quarter 1",2020,1,"Blaine","Whatcom County",48592926,5857,0,0,0,0,0,0,0,0,0,229247,4656.11144747805,FALSE
"2020 Quarter 2",2020,2,"Blaine","Whatcom County",35763837,5122,0,0,0,0,0,0,0,0,0,229247,4568.39152529804,FALSE
"2020 Quarter 3",2020,3,"Blaine","Whatcom County",45770049,5219,0,0,0,0,0,0,0,0,0,229247,5671.40001395874,FALSE
"2020 Quarter 4",2020,4,"Blaine","Whatcom County",43815073,5784,0,0,0,0,0,0,0,0,0,229247,5825.73033889211,FALSE
"2021 Quarter 1",2021,1,"Blaine","Whatcom County",37144327,5432,96,72277,31.5,44520,19.4,0,0,5,0,229247,5381.5915846227,FALSE
"2021 Quarter 2",2021,2,"Blaine","Whatcom County",46877934,5750,96.1,154560,67.4,138256,60.3,0,0,8,0,229247,6277.31946764843,FALSE
"2021 Quarter 3",2021,3,"Blaine","Whatcom County",48172855,5844,96.2,173344,75.6,155025,67.6,0,0,8,0,229247,6413.51042325527,FALSE
"2021 Quarter 4",2021,4,"Blaine","Whatcom County",46776863,6903,96.2,173850,75.8,156828,68.4,60108,38.3,8,0,229247,6462.84739604008,FALSE
"2022 Quarter 1",2022,1,"Blaine","Whatcom County",44943624,6275,96.2,181649,79.2,163902,71.5,89221,54.4,8,8,229247,6015.2364392991,FALSE
"2022 Quarter 2",2022,2,"Blaine","Whatcom County",63765058,7554,96.1,184840,80.6,166423,72.6,94368,56.7,7,8,229247,6888.57862043996,TRUE
"2022 Quarter 3",2022,3,"Blaine","Whatcom County",67527804,7721,96.1,188420,82.2,168490,73.5,97711,58,7,8,229247,7378.1159927938,TRUE
"2019 Quarter 1",2019,1,"Bonney Lake","Pierce County",147388860,5575,0,0,0,0,0,0,0,0,0,904980,4652.06661473182,TRUE
"2019 Quarter 2",2019,2,"Bonney Lake","Pierce County",173457835,6112,0,0,0,0,0,0,0,0,0,904980,5222.3736911313,TRUE
"2019 Quarter 3",2019,3,"Bonney Lake","Pierce County",183377308,6295,0,0,0,0,0,0,0,0,0,904980,5396.89088819642,TRUE
"2019 Quarter 4",2019,4,"Bonney Lake","Pierce County",190304986,7023,0,0,0,0,0,0,0,0,0,904980,5455.43588035095,TRUE
"2020 Quarter 1",2020,1,"Bonney Lake","Pierce County",167630521,6652,0,0,0,0,0,0,0,0,0,904980,4796.67237287012,TRUE
"2020 Quarter 2",2020,2,"Bonney Lake","Pierce County",189943478,7203,0,0,0,0,0,0,0,0,0,904980,4939.51144224182,TRUE
"2020 Quarter 3",2020,3,"Bonney Lake","Pierce County",211745091,7535,0,0,0,0,0,0,0,0,0,904980,5774.71175495591,TRUE
"2020 Quarter 4",2020,4,"Bonney Lake","Pierce County",218458223,8418,0,0,0,0,0,0,0,0,0,904980,5952.03256425556,TRUE
"2021 Quarter 1",2021,1,"Bonney Lake","Pierce County",192435157,8074,96,224392,24.8,143093,15.8,0,0,5,0,904980,5725.0764127384,TRUE
"2021 Quarter 2",2021,2,"Bonney Lake","Pierce County",230244658,8412,96.1,479852,53,418025,46.2,0,0,7,0,904980,6579.38663285377,TRUE
"2021 Quarter 3",2021,3,"Bonney Lake","Pierce County",224604340,8459,96.2,582040,64.3,504217,55.7,0,0,8,0,904980,6470.80429512254,TRUE
"2021 Quarter 4",2021,4,"Bonney Lake","Pierce County",234970253,9396,96.2,612198,67.6,547687,60.5,177054,32.3,8,0,904980,6504.65343764503,TRUE
"2022 Quarter 1",2022,1,"Bonney Lake","Pierce County",211862187,8865,96.2,653425,72.2,590000,65.2,262528,44.5,8,7,904980,6068.64592698181,TRUE
"2022 Quarter 2",2022,2,"Bonney Lake","Pierce County",246247468,9223,96.1,666772,73.7,600553,66.4,292035,48.9,7,7,904980,6655.07440716922,TRUE
"2022 Quarter 3",2022,3,"Bonney Lake","Pierce County",252670047,9058,96.1,678219,74.9,608080,67.2,307182,50.5,7,8,904980,6996.6650345864,TRUE
"2019 Quarter 1",2019,1,"Bothell/king","King County",184159316,7802,0,0,0,0,0,0,0,0,0,2252782,7085.10693311648,TRUE
"2019 Quarter 2",2019,2,"Bothell/king","King County",202804833,8423,0,0,0,0,0,0,0,0,0,2252782,8237.43464880312,TRUE
"2019 Quarter 3",2019,3,"Bothell/king","King County",182584721,8779,0,0,0,0,0,0,0,0,0,2252782,8430.78716804378,TRUE
"2019 Quarter 4",2019,4,"Bothell/king","King County",186554459,9627,0,0,0,0,0,0,0,0,0,2252782,8575.60763358372,TRUE
"2020 Quarter 1",2020,1,"Bothell/king","King County",182654183,8819,0,0,0,0,0,0,0,0,0,2252782,7345.63926425193,TRUE
"2020 Quarter 2",2020,2,"Bothell/king","King County",172351459,9331,0,0,0,0,0,0,0,0,0,2252782,6426.99063513469,TRUE
"2020 Quarter 3",2020,3,"Bothell/king","King County",189141402,9752,0,0,0,0,0,0,0,0,0,2252782,7729.28821031063,TRUE
"2020 Quarter 4",2020,4,"Bothell/king","King County",209702138,10882,0,0,0,0,0,0,0,0,0,2252782,8239.42442588764,TRUE
"2021 Quarter 1",2021,1,"Bothell/king","King County",171267389,10218,96,682040,30.3,397453,17.6,0,0,5,0,2252782,7517.01543069858,TRUE
"2021 Quarter 2",2021,2,"Bothell/king","King County",215299840,10704,96.1,1574917,69.9,1444393,64.1,0,0,8,0,2252782,8721.83235705896,TRUE
"2021 Quarter 3",2021,3,"Bothell/king","King County",213581992,10866,96.2,1752831,77.8,1604039,71.2,0,0,8,0,2252782,9228.74813763604,TRUE
"2021 Quarter 4",2021,4,"Bothell/king","King County",234865307,12017,96.2,1898886,84.3,1738591,77.2,759210,43.7,8,0,2252782,9371.10325943656,TRUE
"2022 Quarter 1",2022,1,"Bothell/king","King County",231202243,11318,96.2,1993270,88.5,1816794,80.6,1079555,59.4,8,8,2252782,8521.30238522858,TRUE
"2022 Quarter 2",2022,2,"Bothell/king","King County",262512620,11599,96.1,2028632,90.1,1842904,81.8,1158421,62.9,8,8,2252782,9593.12909726729,TRUE
"2022 Quarter 3",2022,3,"Bothell/king","King County",277279254,11531,96.1,2079942,92.3,1877027,83.3,1203489,64.1,8,8,2252782,10255.4635796983,TRUE
"2019 Quarter 1",2019,1,"Bothell/snohomish","Snohomish County",177969088,6561,0,0,0,0,0,0,0,0,0,822083,4445.69242400098,TRUE
"2019 Quarter 2",2019,2,"Bothell/snohomish","Snohomish County",176865676,7072,0,0,0,0,0,0,0,0,0,822083,5108.1306169815,TRUE
"2019 Quarter 3",2019,3,"Bothell/snohomish","Snohomish County",188814911,7363,0,0,0,0,0,0,0,0,0,822083,5417.71107661878,TRUE
"2019 Quarter 4",2019,4,"Bothell/snohomish","Snohomish County",213706159,8109,0,0,0,0,0,0,0,0,0,822083,5552.37266675019,TRUE
"2020 Quarter 1",2020,1,"Bothell/snohomish","Snohomish County",183867224,7665,0,0,0,0,0,0,0,0,0,822083,4642.27245545766,TRUE
"2020 Quarter 2",2020,2,"Bothell/snohomish","Snohomish County",176765104,8143,0,0,0,0,0,0,0,0,0,822083,4627.59340966788,TRUE
"2020 Quarter 3",2020,3,"Bothell/snohomish","Snohomish County",216480148,8659,0,0,0,0,0,0,0,0,0,822083,5637.5118047691,TRUE
"2020 Quarter 4",2020,4,"Bothell/snohomish","Snohomish County",256048335,9418,0,0,0,0,0,0,0,0,0,822083,5885.30322850612,TRUE
"2021 Quarter 1",2021,1,"Bothell/snohomish","Snohomish County",211271996,8917,96,223393,27.2,133566,16.2,0,0,5,0,822083,5330.11294479998,TRUE
"2021 Quarter 2",2021,2,"Bothell/snohomish","Snohomish County",230400800,9327,96.1,497260,60.5,445787,54.2,0,0,8,0,822083,6199.70973490511,TRUE
"2021 Quarter 3",2021,3,"Bothell/snohomish","Snohomish County",229428837,9357,96.2,573543,69.8,514187,62.5,0,0,8,0,822083,6529.35179172906,TRUE
"2021 Quarter 4",2021,4,"Bothell/snohomish","Snohomish County",230861924,10203,96.2,594379,72.3,546720,66.5,203878,37.3,8,0,822083,6620.35925326275,TRUE
"2022 Quarter 1",2022,1,"Bothell/snohomish","Snohomish County",219133323,9578,96.2,627825,76.4,579089,70.4,312196,53.9,8,8,822083,6016.23790298546,TRUE
"2022 Quarter 2",2022,2,"Bothell/snohomish","Snohomish County",219575126,9903,96.1,636882,77.5,586358,71.3,336056,57.3,7,8,822083,6571.61181170271,TRUE
"2022 Quarter 3",2022,3,"Bothell/snohomish","Snohomish County",240176175,9983,96.1,649441,79,594743,72.3,349825,58.8,7,8,822083,6940.24596908098,TRUE
"2019 Quarter 1",2019,1,"Bremerton","Kitsap County",245571474,7464,0,0,0,0,0,0,0,0,0,271473,4211.24092635363,TRUE
"2019 Quarter 2",2019,2,"Bremerton","Kitsap County",278802972,7974,0,0,0,0,0,0,0,0,0,271473,4879.81866336615,TRUE
"2019 Quarter 3",2019,3,"Bremerton","Kitsap County",293553697,8208,0,0,0,0,0,0,0,0,0,271473,5117.11932310027,TRUE
"2019 Quarter 4",2019,4,"Bremerton","Kitsap County",291679457,8977,0,0,0,0,0,0,0,0,0,271473,5116.43517034843,TRUE
"2020 Quarter 1",2020,1,"Bremerton","Kitsap County",270874972,8677,0,0,0,0,0,0,0,0,0,271473,4394.67014767583,TRUE
"2020 Quarter 2",2020,2,"Bremerton","Kitsap County",278541720,9092,0,0,0,0,0,0,0,0,0,271473,4638.57226317166,TRUE
"2020 Quarter 3",2020,3,"Bremerton","Kitsap County",306987739,9423,0,0,0,0,0,0,0,0,0,271473,5465.91641157684,TRUE
"2020 Quarter 4",2020,4,"Bremerton","Kitsap County",289049925,10518,0,0,0,0,0,0,0,0,0,271473,5563.17772669842,TRUE
"2021 Quarter 1",2021,1,"Bremerton","Kitsap County",287722125,10015,96,85279,31.4,53829,19.8,0,0,5,0,271473,5121.07632803262,TRUE
"2021 Quarter 2",2021,2,"Bremerton","Kitsap County",337899544,10399,96.1,153410,56.5,133695,49.2,0,0,7,0,271473,5946.13560464577,TRUE
"2021 Quarter 3",2021,3,"Bremerton","Kitsap County",352110972,10489,96.2,179210,66,153804,56.7,0,0,8,0,271473,6073.28512964457,TRUE
"2021 Quarter 4",2021,4,"Bremerton","Kitsap County",332899216,11389,96.2,197875,72.9,170909,63,68623,40.2,8,0,271473,5980.35278646495,TRUE
"2022 Quarter 1",2022,1,"Bremerton","Kitsap County",343870601,10960,96.2,212568,78.3,188850,69.6,95100,50.4,8,8,271473,5695.53407152829,TRUE
"2022 Quarter 2",2022,2,"Bremerton","Kitsap County",359660169,11121,96.1,218192,80.4,192401,70.9,105249,55.4,7,8,271473,6305.75533110107,TRUE
"2022 Quarter 3",2022,3,"Bremerton","Kitsap County",360647019,11227,96.1,222225,81.9,193291,71.2,109951,56.9,7,8,271473,6552.5753942381,TRUE
"2019 Quarter 1",2019,1,"Brewster","Okanogan County",12333393,1215,0,0,0,0,0,0,0,0,0,42243,3219.52060696447,FALSE
"2019 Quarter 2",2019,2,"Brewster","Okanogan County",13593661,1280,0,0,0,0,0,0,0,0,0,42243,4456.38676230381,FALSE
"2019 Quarter 3",2019,3,"Brewster","Okanogan County",15307722,1422,0,0,0,0,0,0,0,0,0,42243,4904.46130719883,FALSE
"2019 Quarter 4",2019,4,"Brewster","Okanogan County",12460810,1495,0,0,0,0,0,0,0,0,0,42243,4231.52505740596,FALSE
"2020 Quarter 1",2020,1,"Brewster","Okanogan County",10235805,1381,0,0,0,0,0,0,0,0,0,42243,3428.93454536846,FALSE
"2020 Quarter 2",2020,2,"Brewster","Okanogan County",12878875,1589,0,0,0,0,0,0,0,0,0,42243,4391.74301067632,FALSE
"2020 Quarter 3",2020,3,"Brewster","Okanogan County",17975397,1637,0,0,0,0,0,0,0,0,0,42243,5392.94526903866,FALSE
"2020 Quarter 4",2020,4,"Brewster","Okanogan County",15155318,1804,0,0,0,0,0,0,0,0,0,42243,5088.50479369363,FALSE
"2021 Quarter 1",2021,1,"Brewster","Okanogan County",14394203,1754,96,15237,36.1,11793,27.9,0,0,13,0,42243,4568.61342707668,FALSE
"2021 Quarter 2",2021,2,"Brewster","Okanogan County",19983277,1891,96.1,24068,57,22086,52.3,0,0,16,0,42243,5869.12153492886,FALSE
